topicID,lang,name,typeID,layer,description,version,url
FLM1,en,Fluid mechanics,1,3,Study of forces and motion in fluids.,1,https://en.wikipedia.org/wiki/Fluid_mechanics
FRM1,en,Fracture mechanics,1,3,Study of crack formation and material failure.,1,https://en.wikipedia.org/wiki/Fracture_mechanics
HAM1,en,Hamiltonian mechanics,1,3,Study of mechanics using Hamiltonian formulation.,1,https://en.wikipedia.org/wiki/Hamiltonian_mechanics
HYD1,en,Hydraulics,1,3,Study of water flow and hydraulic systems.,1,https://en.wikipedia.org/wiki/Hydraulics
LAM1,en,Lagrangian mechanics,1,3,Study of mechanics using Lagrangian formulation.,1,https://en.wikipedia.org/wiki/Lagrangian_mechanics
MAM1,en,Matrix mechanics,1,3,Study of quantum mechanics using matrix methods.,1,https://en.wikipedia.org/wiki/Matrix_mechanics
MOM1,en,Molecular mechanics,1,3,Study of molecular structures using mechanics models.,1,https://en.wikipedia.org/wiki/Molecular_mechanics
OPT2,en,Optomechanics,1,3,Study of interactions between light and mechanical systems.,1,https://en.wikipedia.org/wiki/Optomechanics
PAM1,en,Particle mechanics,1,3,Study of mechanics of particles and collisions.,1,https://en.wikipedia.org/wiki/Particle_mechanics
QUM1,en,Quantum mechanics,1,3,Study of physical behavior at atomic scales.,1,https://en.wikipedia.org/wiki/Quantum_mechanics
REM1,en,Relativistic mechanics,1,3,Study of mechanics at relativistic speeds.,1,https://en.wikipedia.org/wiki/Relativistic_mechanics
RQM1,en,Relativistic quantum mechanics,1,3,Study of quantum mechanics with relativity.,1,https://en.wikipedia.org/wiki/Relativistic_quantum_mechanics
SOM1,en,Soil mechanics,1,3,Study of mechanical behavior of soils.,1,https://en.wikipedia.org/wiki/Soil_mechanics
SOM2,en,Solid mechanics,1,3,Study of deformation and stresses in solids.,1,https://en.wikipedia.org/wiki/Solid_mechanics
STM1,en,Statistical mechanics,1,3,Study of statistical behavior of physical systems.,1,https://en.wikipedia.org/wiki/Statistical_mechanics
GOP2,en,Geometrical optics,1,3,Study of light using ray approximations.,1,https://en.wikipedia.org/wiki/Geometrical_optics
POP1,en,Physical optics,1,3,Study of wave nature of light.,1,https://en.wikipedia.org/wiki/Physical_optics
QOP1,en,Quantum optics,1,3,Study of light and matter at the quantum level.,1,https://en.wikipedia.org/wiki/Quantum_optics
QUT1,en,Quantum technology,1,3,Study of technologies based on quantum effects.,1,https://en.wikipedia.org/wiki/Quantum_technology
GRE3,en,General relativity,1,3,Study of gravitation as spacetime curvature.,1,https://en.wikipedia.org/wiki/General_relativity
SRE2,en,Special relativity,1,3,Study of physics at high velocities and inertial frames.,1,https://en.wikipedia.org/wiki/Special_relativity
FST1,en,Fluid statics,1,3,Study of fluids at rest and pressure forces.,1,https://en.wikipedia.org/wiki/Fluid_statics
BOC2,en,Biocatalysts,1,3,Study of catalysts derived from biological systems.,1,https://en.wikipedia.org/wiki/Biocatalysts
BOE3,en,Bioengineering,1,3,Study of engineering applied to biological systems.,1,https://en.wikipedia.org/wiki/Bioengineering
CAT5,en,Catalysis,1,3,Study of catalysts and catalytic processes.,1,https://en.wikipedia.org/wiki/Catalysis
MAE5,en,Materials engineering,1,3,Study of engineering of materials and their properties.,1,https://en.wikipedia.org/wiki/Materials_engineering
MOE2,en,Molecular engineering,1,3,Study of engineering at the molecular level.,1,https://en.wikipedia.org/wiki/Molecular_engineering
PYE1,en,Polymer engineering,1,3,Study of engineering polymers and polymer processes.,1,https://en.wikipedia.org/wiki/Polymer_engineering
PCD1,en,Process design,1,3,Study of designing industrial processes.,1,https://en.wikipedia.org/wiki/Process_design
PCE3,en,Process engineering,1,3,Study of engineering of chemical and physical processes.,1,https://en.wikipedia.org/wiki/Process_engineering
REE4,en,Reaction engineering,1,3,Study of chemical reaction systems and reactors.,1,https://en.wikipedia.org/wiki/Reaction_engineering
TPH1,en,Transport phenomena,1,3,Study of momentum heat and mass transfer.,1,https://en.wikipedia.org/wiki/Transport_phenomena
COE3,en,Coastal engineering,1,3,Study of engineering for coastal environments and structures.,1,https://en.wikipedia.org/wiki/Coastal_engineering
EAE1,en,Earthquake engineering,1,3,Study of engineering structures for seismic resistance.,1,https://en.wikipedia.org/wiki/Earthquake_engineering
ECE2,en,Ecological engineering,1,3,Study of engineering in ecological systems.,1,https://en.wikipedia.org/wiki/Ecological_engineering
EVE3,en,Environmental engineering,1,3,Study of engineering solutions for environmental issues.,1,https://en.wikipedia.org/wiki/Environmental_engineering
GTE1,en,Geotechnical engineering,1,3,Study of engineering behavior of earth materials.,1,https://en.wikipedia.org/wiki/Geotechnical_engineering
HYE1,en,Hydraulic engineering,1,3,Study of engineering related to water flow systems.,1,https://en.wikipedia.org/wiki/Hydraulic_engineering
MIE2,en,Mining engineering,1,3,Study of engineering for mineral extraction.,1,https://en.wikipedia.org/wiki/Mining_engineering
TRE2,en,Transportation engineering,1,3,Study of planning and design of transportation systems.,1,https://en.wikipedia.org/wiki/Transportation_engineering
STE3,en,Structural engineering,1,3,Study of engineering structures and load bearing systems.,1,https://en.wikipedia.org/wiki/Structural_engineering
STM2,en,Structural mechanics,1,3,Study of mechanics of structures and materials.,1,https://en.wikipedia.org/wiki/Structural_mechanics
SUR1,en,Surveying,1,3,Study of measuring and mapping land and structures.,1,https://en.wikipedia.org/wiki/Surveying
CON2,en,Construction,1,3,Study of construction methods and project execution.,1,https://en.wikipedia.org/wiki/Construction
INF2,en,Infrastructure,1,3,Study of infrastructure systems and networks.,1,https://en.wikipedia.org/wiki/Infrastructure
IND3,en,Instructional design,1,3,Study of designing instruction and learning systems.,1,https://en.wikipedia.org/wiki/Instructional_design
HPT2,en,Human performance technology,1,3,Study of improving human performance using technology.,1,https://en.wikipedia.org/wiki/Human_performance_technology
KMA1,en,Knowledge management,1,3,Study of managing organizational knowledge and learning.,1,https://en.wikipedia.org/wiki/Knowledge_management
CPE2,en,Computer engineering,1,3,Study of computer hardware and systems engineering.,1,https://en.wikipedia.org/wiki/Computer_engineering
CSE2,en,Control systems engineering,1,3,Study of control systems design and automation.,1,https://en.wikipedia.org/wiki/Control_engineering
ELE3,en,Electronic engineering,2,3,Study of electronic systems and circuit design.,1,https://en.wikipedia.org/wiki/Electronic_engineering
ENP2,en,Engineering physics,1,3,Study of physics applied in engineering contexts.,1,https://en.wikipedia.org/wiki/Engineering_physics
MCT1,en,Mechatronics,1,3,Study of integrated mechanical electronic control systems.,1,https://en.wikipedia.org/wiki/Mechatronics
PWE1,en,Power engineering,1,3,Study of power generation and electrical energy systems.,1,https://en.wikipedia.org/wiki/Power_engineering
ROB1,en,Robotics,2,3,Study of robotic systems design and control.,1,https://en.wikipedia.org/wiki/Robotics
SEM4,en,Semiconductors,1,3,Study of semiconductor materials and devices.,1,https://en.wikipedia.org/wiki/Semiconductors
TLE1,en,Telecommunications engineering,2,3,Study of communication systems and signal transmission.,1,https://en.wikipedia.org/wiki/Telecommunications_engineering
BOM2,en,Biomaterials,1,3,Study of materials designed for biological applications.,1,https://en.wikipedia.org/wiki/Biomaterials
CEE1,en,Ceramic engineering,1,3,Study of engineering of ceramic materials.,1,https://en.wikipedia.org/wiki/Ceramic_engineering
CYG2,en,Crystallography,1,3,Study of crystal structures and properties.,1,https://en.wikipedia.org/wiki/Crystallography
NNM1,en,Nanomaterials,1,3,Study of materials at the nanoscale.,1,https://en.wikipedia.org/wiki/Nanomaterials
PML2,en,Physical Metallurgy,1,3,Study of physical properties and processing of metals.,1,https://en.wikipedia.org/wiki/Metallurgy
PYC2,en,Polymer science,1,3,Study of polymer structures and properties.,1,https://en.wikipedia.org/wiki/Polymer_science
CRE1,en,Corrosion engineering,1,3,Study of corrosion processes and prevention.,1,https://en.wikipedia.org/wiki/Corrosion_engineering
ACE2,en,Acoustical engineering,1,3,Study of engineering related to sound and vibration.,1,https://en.wikipedia.org/wiki/Acoustical_engineering
AUE1,en,Automotive engineering,2,3,Study of engineering for vehicle design and systems.,1,https://en.wikipedia.org/wiki/Automotive_engineering
BME1,en,Biomedical engineering,2,3,Study of engineering applied to medicine and health.,1,https://en.wikipedia.org/wiki/Biomedical_engineering
HTR1,en,Heat transfer,1,3,Study of heat transfer in engineering applications.,1,https://en.wikipedia.org/wiki/Heat_transfer
INE4,en,Industrial engineering,1,3,Study of optimizing complex industrial systems.,1,https://en.wikipedia.org/wiki/Industrial_engineering
MUE1,en,Manufacturing engineering,1,3,Study of manufacturing processes and production systems.,1,https://en.wikipedia.org/wiki/Manufacturing_engineering
MRE1,en,Marine engineering,1,3,Study of engineering for ships and marine structures.,1,https://en.wikipedia.org/wiki/Marine_propulsion
MTR2,en,Mass transfer,1,3,Study of mass transfer processes in engineering.,1,https://en.wikipedia.org/wiki/Mass_transfer
NNE1,en,Nanoengineering,1,3,Study of engineering at the nanoscale.,1,https://en.wikipedia.org/wiki/Nanoengineering
OCE2,en,Ocean engineering,1,3,Study of engineering for ocean structures and systems.,1,https://en.wikipedia.org/wiki/Offshore_construction
OPE1,en,Optical engineering,1,3,Study of engineering optical systems and devices.,1,https://en.wikipedia.org/wiki/Optical_engineering
TRE3,en,Thermal engineering,1,3,Study of engineering related to heat and energy systems.,1,https://en.wikipedia.org/wiki/Thermal_engineering
CHT1,en,Chaos theory,1,3,Study of chaotic behavior in dynamic systems.,1,https://en.wikipedia.org/wiki/Chaos_theory
CSY2,en,Complex systems,1,3,Study of complex systems and emergent behavior.,1,https://en.wikipedia.org/wiki/Complex_systems
CSY3,en,Conceptual systems,1,3,Study of conceptual system models and structures.,1,https://en.wikipedia.org/wiki/Conceptual_systems
CTT1,en,Control theory,1,3,Study of control theory and system stability.,1,https://en.wikipedia.org/wiki/Control_theory
CYB1,en,Cybernetics,1,3,Study of control and communication in systems.,1,https://en.wikipedia.org/wiki/Cybernetics
NEC1,en,Network science,1,3,Study of networks and complex connectivity.,1,https://en.wikipedia.org/wiki/Network_science
SYB1,en,Systems biology,1,3,Study of biological systems using systems theory.,1,https://en.wikipedia.org/wiki/Systems_biology
SDY1,en,System dynamics,1,3,Study of dynamic behavior of complex systems.,1,https://en.wikipedia.org/wiki/System_dynamics
SEC1,en,Systems ecology,1,3,Study of ecosystems using systems theory.,1,https://en.wikipedia.org/wiki/Systems_ecology
SYE1,en,Systems engineering,1,3,Study of engineering complex system life cycles.,1,https://en.wikipedia.org/wiki/Systems_engineering
SYY1,en,Systems psychology,1,3,Study of psychological aspects of systems and organizations.,1,https://en.wikipedia.org/wiki/Systems_psychology
SYT1,en,Systems theory,1,3,Study of systems concepts across disciplines.,1,https://en.wikipedia.org/wiki/Systems_theory
STA3,en,Systems theory in anthropology,1,3,Study of systems theory applied to anthropology.,1,https://en.wikipedia.org/wiki/Systems_theory_in_anthropology
TRA2,en,Transportation,1,3,Study of transportation systems and mobility.,1,https://en.wikipedia.org/wiki/Transport
AEE1,en,Aerospace engineering,1,3,Study of engineering for aircraft and spacecraft.,1,https://en.wikipedia.org/wiki/Aerospace_engineering
SCT4,en,Space technology,1,3,Study of technologies for space exploration and use.,1,https://en.wikipedia.org/wiki/Space_technology
ASB1,en,Astrobiology,1,3,Study of life in the universe and potential habitats.,1,https://en.wikipedia.org/wiki/Astrobiology
ASB2,en,Astrobotany,1,3,Study of plant biology in extraterrestrial contexts.,1,https://en.wikipedia.org/wiki/Astrobotany
ASC1,en,Astrochemistry,1,3,Study of chemical processes in space.,1,https://en.wikipedia.org/wiki/Astrochemistry
CSC1,en,Cosmochemistry,1,3,Study of chemical composition of the universe.,1,https://en.wikipedia.org/wiki/Cosmochemistry
CSL1,en,Cosmology,1,3,Study of the origin and evolution of the universe.,1,https://en.wikipedia.org/wiki/Cosmology
SCA2,en,Space archaeology,1,3,Study of archaeological aspects of space exploration.,1,https://en.wikipedia.org/wiki/Space_archaeology
SEX2,en,Space exploration,1,3,Study of exploring space and its environments.,1,https://en.wikipedia.org/wiki/Space_exploration
SCW1,en,Space law,1,3,Study of legal frameworks governing space activities.,1,https://en.wikipedia.org/wiki/Space_law
SNP1,en,Space nuclear power,1,3,Study of nuclear power systems for space use.,1,https://en.wikipedia.org/wiki/Nuclear_power_in_space
ACA1,en,Archaeoastronomy,1,3,Study of ancient astronomical practices and observations.,1,https://en.wikipedia.org/wiki/Archaeoastronomy
ASM1,en,Astrometry,1,3,Study of measuring positions and motions of celestial bodies.,1,https://en.wikipedia.org/wiki/Astrometry
AAN2,en,Amateur astronomy,1,3,Study and practice of astronomy by nonprofessionals.,1,https://en.wikipedia.org/wiki/Amateur_astronomy
FAN2,en,Forensic astronomy,1,3,Study of astronomical evidence in investigative contexts.,1,https://en.wikipedia.org/wiki/Forensic_astronomy
EAN1,en,Extragalactic astronomy,1,3,Study of objects beyond the Milky Way.,1,https://en.wikipedia.org/wiki/Extragalactic_astronomy
GAN1,en,Galactic astronomy,1,3,Study of the Milky Way and its structure.,1,https://en.wikipedia.org/wiki/Galactic_astronomy
HEA1,en,High-energy astronomy,1,3,Study of high energy phenomena in the universe.,1,https://en.wikipedia.org/wiki/High-energy_astronomy
OAN1,en,Observational astronomy,1,3,Study of the universe through observations and instruments.,1,https://en.wikipedia.org/wiki/Observational_astronomy
PTM1,en,Photometry,1,3,Study of measuring brightness of celestial objects.,1,https://en.wikipedia.org/wiki/Photometry_(astronomy)
SPC3,en,Spectroscopy,1,3,Study of spectra to determine composition and motion.,1,https://en.wikipedia.org/wiki/Spectroscopy
SAN2,en,Stellar astronomy,1,3,Study of stars and their properties.,1,https://en.wikipedia.org/wiki/Stellar_astronomy
ASP1,en,Astrophysics,1,3,Study of physical processes in astronomical objects.,1,https://en.wikipedia.org/wiki/Astrophysics
PLC1,en,"Planetary science (alternatively, a part of earth science)",1,3,Study of planets moons and planetary systems.,1,https://en.wikipedia.org/wiki/Planetary_science
ASD1,en,Astrodynamics,1,3,Study of spacecraft motion and orbital dynamics.,1,https://en.wikipedia.org/wiki/Orbital_mechanics
SDY2,en,Stellar dynamics,1,3,Study of motion and interactions of stars.,1,https://en.wikipedia.org/wiki/Stellar_dynamics
CEM1,en,Celestial mechanics,1,3,Study of motion of celestial bodies.,1,https://en.wikipedia.org/wiki/Celestial_mechanics
PLC2,en,"Planetary science (alternatively, a part of space science)",1,3,Study of planets moons and planetary systems.,1,https://en.wikipedia.org/wiki/Planetary_science
CAN2,en,Comparative anatomy,1,3,Study of anatomical similarities across species.,1,https://en.wikipedia.org/wiki/Comparative_anatomy
HAN2,en,Human anatomy,1,3,Study of human body structure.,1,https://en.wikipedia.org/wiki/Human_anatomy
ETB2,en,Ethnobotany,1,3,Study of plant use in cultural contexts.,1,https://en.wikipedia.org/wiki/Ethnobotany
PYC3,en,Phycology,1,3,Study of algae and algal biology.,1,https://en.wikipedia.org/wiki/Phycology
EMB1,en,Embryology,1,3,Study of embryos and early development.,1,https://en.wikipedia.org/wiki/Embryology
TER1,en,Teratology,1,3,Study of developmental abnormalities and malformations.,1,https://en.wikipedia.org/wiki/Teratology
AGE1,en,Agroecology,1,3,Study of ecological processes in agricultural systems.,1,https://en.wikipedia.org/wiki/Agroecology
ETE1,en,Ethnoecology,1,3,Study of ecological knowledge in cultural contexts.,1,https://en.wikipedia.org/wiki/Ethnoecology
AZO1,en,Anthrozoology,1,3,Study of human animal relationships.,1,https://en.wikipedia.org/wiki/Anthrozoology
SYS2,en,Systematics,1,3,Study of biological diversity and classification.,1,https://en.wikipedia.org/wiki/Systematics
TAX1,en,Taxonomy,1,3,Study of naming and classifying organisms.,1,https://en.wikipedia.org/wiki/Taxonomy_(general)
BEG2,en,Behavioural genetics,1,3,Study of genetic influences on behavior.,1,https://en.wikipedia.org/wiki/Behavioural_genetics
MOG1,en,Molecular genetics,1,3,Study of genes at the molecular level.,1,https://en.wikipedia.org/wiki/Molecular_genetics
POG2,en,Population genetics,1,3,Study of genetic variation in populations.,1,https://en.wikipedia.org/wiki/Population_genetics
BAC2,en,Bacteriology,1,3,Study of bacteria and bacterial processes.,1,https://en.wikipedia.org/wiki/Bacteriology
PRO3,en,Protistology,1,3,Study of protists and protist biology.,1,https://en.wikipedia.org/wiki/Protistology
BNR1,en,Behavioral neuroscience,1,3,Study of neural bases of behavior.,1,https://en.wikipedia.org/wiki/Behavioral_neuroscience
CNR3,en,Computational Neuroscience,1,3,Study of computational models of neural systems.,1,https://en.wikipedia.org/wiki/Computational_Neuroscience
APA1,en,Anatomical pathology,1,3,Study of disease through tissue and organ examination.,1,https://en.wikipedia.org/wiki/Anatomical_pathology
CPA1,en,Clinical pathology,1,3,Study of disease through laboratory diagnostics.,1,https://en.wikipedia.org/wiki/Clinical_pathology
DER1,en,Dermatopathology,1,3,Study of skin disease through pathological analysis.,1,https://en.wikipedia.org/wiki/Dermatopathology
FPA2,en,Forensic pathology,1,3,Study of pathology in legal investigations.,1,https://en.wikipedia.org/wiki/Forensic_pathology
HEM1,en,Hematopathology,1,3,Study of diseases of blood and lymphatic systems.,1,https://en.wikipedia.org/wiki/Hematopathology
HSP1,en,Histopathology,1,3,Study of disease at the tissue level.,1,https://en.wikipedia.org/wiki/Histopathology
MPA1,en,Molecular pathology,1,3,Study of disease mechanisms at the molecular level.,1,https://en.wikipedia.org/wiki/Molecular_pathology
SPA1,en,Surgical pathology,1,3,Study of tissue removed during surgery for diagnosis.,1,https://en.wikipedia.org/wiki/Surgical_pathology
PYT2,en,Phytopathology,1,3,Study of plant diseases.,1,https://en.wikipedia.org/wiki/Phytopathology
HPS1,en,Human physiology,1,3,Study of human body functions.,1,https://en.wikipedia.org/wiki/Human_physiology
MVI1,en,Molecular virology,1,3,Study of viruses at the molecular level.,1,https://en.wikipedia.org/wiki/Molecular_virology
ACM2,en,Animal communications,1,3,Study of communication systems in animals.,1,https://en.wikipedia.org/wiki/Animal_communication
API1,en,Apiology,1,3,Study of bees and bee biology.,1,https://en.wikipedia.org/wiki/Apiology
ARA1,en,Arachnology,1,3,Study of arachnids such as spiders and scorpions.,1,https://en.wikipedia.org/wiki/Arachnology
ART2,en,Arthropodology,1,3,Study of arthropods and their biology.,1,https://en.wikipedia.org/wiki/Arthropodology
BAT1,en,Batrachology,1,3,Study of amphibians and their biology.,1,https://en.wikipedia.org/wiki/Batrachology
BRY1,en,Bryozoology,1,3,Study of bryozoans and their biology.,1,https://en.wikipedia.org/wiki/Bryozoology
CRC2,en,Carcinology,1,3,Study of crustaceans and their biology.,1,https://en.wikipedia.org/wiki/Carcinology
CET2,en,Cetology,1,3,Study of whales dolphins and porpoises.,1,https://en.wikipedia.org/wiki/Cetology
CNI1,en,Cnidariology,1,3,Study of cnidarians such as jellyfish and corals.,1,https://en.wikipedia.org/wiki/Cnidariology
ENT2,en,Entomology,1,3,Study of insects and insect biology.,1,https://en.wikipedia.org/wiki/Entomology
ETZ1,en,Ethnozoology,1,3,Study of human relationships with animals in culture.,1,https://en.wikipedia.org/wiki/Ethnozoology
ETH2,en,Ethology,1,3,Study of animal behavior.,1,https://en.wikipedia.org/wiki/Ethology
HEL1,en,Helminthology,1,3,Study of parasitic worms.,1,https://en.wikipedia.org/wiki/Helminthology
HER1,en,Herpetology,1,3,Study of reptiles and amphibians.,1,https://en.wikipedia.org/wiki/Herpetology
ICH1,en,Ichthyology,1,3,Study of fish and fish biology.,1,https://en.wikipedia.org/wiki/Ichthyology
IZL1,en,Invertebrate zoology,1,3,Study of invertebrate animals.,1,https://en.wikipedia.org/wiki/Invertebrate_zoology
MAM2,en,Mammalogy,1,3,Study of mammals and mammalian biology.,1,https://en.wikipedia.org/wiki/Mammalogy
MAL2,en,Malacology,1,3,Study of mollusks and their biology.,1,https://en.wikipedia.org/wiki/Malacology
MYR1,en,Myriapodology,1,3,Study of myriapods such as centipedes.,1,https://en.wikipedia.org/wiki/Myriapodology
MYR2,en,Myrmecology,1,3,Study of ants and ant societies.,1,https://en.wikipedia.org/wiki/Myrmecology
NEM1,en,Nematology,1,3,Study of nematodes and roundworms.,1,https://en.wikipedia.org/wiki/Nematology
NRE2,en,Neuroethology,1,3,Study of neural basis of animal behavior.,1,https://en.wikipedia.org/wiki/Neuroethology
OOL1,en,Oology,1,3,Study of eggs and egg biology.,1,https://en.wikipedia.org/wiki/Oology
ORN1,en,Ornithology,1,3,Study of birds and avian biology.,1,https://en.wikipedia.org/wiki/Ornithology
PLA4,en,Planktology,1,3,Study of plankton and planktonic organisms.,1,https://en.wikipedia.org/wiki/Planktology
PRI2,en,Primatology,1,3,Study of primates and primate behavior.,1,https://en.wikipedia.org/wiki/Primatology
ZTO1,en,Zootomy,1,3,Study of animal anatomy.,1,https://en.wikipedia.org/wiki/Zootomy
ZSE1,en,Zoosemiotics,1,3,Study of animal communication and signs.,1,https://en.wikipedia.org/wiki/Zoosemiotics
AEP1,en,Aeroponics,1,3,Study of growing plants in air or mist environments.,1,https://en.wikipedia.org/wiki/Aeroponics
AGL1,en,Agrology,1,3,Study of soils in agricultural contexts.,1,https://en.wikipedia.org/wiki/Agrology
AGN1,en,Agronomy,1,3,Study of crop production and soil management.,1,https://en.wikipedia.org/wiki/Agronomy
AHU1,en,Animal husbandry (Animal science),1,3,Study of breeding and care of animals.,1,https://en.wikipedia.org/wiki/Animal_husbandry
APO3,en,Anthroponics,1,3,Study of human focused soilless cultivation systems.,1,https://en.wikipedia.org/wiki/Anthroponics
ACE3,en,Agricultural engineering,1,3,Study of engineering applied to agriculture.,1,https://en.wikipedia.org/wiki/Agricultural_engineering
AQU1,en,Aquaculture,1,3,Study of cultivating aquatic organisms.,1,https://en.wikipedia.org/wiki/Aquaculture
AQU2,en,Aquaponics,1,3,Study of integrated fish and plant cultivation systems.,1,https://en.wikipedia.org/wiki/Aquaponics
ENO1,en,Enology,1,3,Study of wine and winemaking.,1,https://en.wikipedia.org/wiki/Enology
FOC2,en,Food science,1,3,Study of food composition processing and safety.,1,https://en.wikipedia.org/wiki/Food_science
FOR1,en,Forestry,1,3,Study of forest management and ecology.,1,https://en.wikipedia.org/wiki/Forestry
HOR2,en,Horticulture,1,3,Study of garden and crop cultivation.,1,https://en.wikipedia.org/wiki/Horticulture
HLO2,en,Hydrology,1,3,Study of water in agricultural systems.,1,https://en.wikipedia.org/wiki/Hydrology
HPO1,en,Hydroponics,1,3,Study of growing plants in nutrient solutions.,1,https://en.wikipedia.org/wiki/Hydroponics
PED2,en,Pedology,1,3,Study of soils in relation to agriculture.,1,https://en.wikipedia.org/wiki/Pedology
PLC3,en,Plant science,1,3,Study of plant biology and crop science.,1,https://en.wikipedia.org/wiki/Plant_science
PEC1,en,Pest control,1,3,Study of managing pests in agriculture.,1,https://en.wikipedia.org/wiki/Pest_control
PUR1,en,Purification,1,3,Study of purification processes in agricultural systems.,1,https://en.wikipedia.org/wiki/Water_purification
UAC1,en,Urban agriculture,1,3,Study of farming practices in urban environments.,1,https://en.wikipedia.org/wiki/Urban_agriculture
VIT1,en,Viticulture,1,3,Study of grape cultivation and vineyard management.,1,https://en.wikipedia.org/wiki/Viticulture
BOM3,en,Biomechanics / Sports biomechanics,1,3,Study of mechanics of movement and sports performance.,1,https://en.wikipedia.org/wiki/Biomechanics
SCO3,en,Sports coaching,1,3,Study of coaching methods and athletic training.,1,https://en.wikipedia.org/wiki/Coach_(sport)
ESC1,en,Escapology,1,3,Study of escape performance and physical skill.,1,https://en.wikipedia.org/wiki/Escapology
GAD1,en,Game design,1,3,Study of designing physical and recreational games.,1,https://en.wikipedia.org/wiki/Game_design
OAC1,en,Outdoor activity,1,3,Study of outdoor activities and recreation.,1,https://en.wikipedia.org/wiki/Outdoor_activity
PAC1,en,Physical activity,1,3,Study of physical activity and movement behavior.,1,https://en.wikipedia.org/wiki/Physical_activity
PSE2,en,Physical education / Pedagogy,1,3,Study of teaching physical education and movement.,1,https://en.wikipedia.org/wiki/Physical_education
SPO1,en,Sports / exercise,1,3,Study of sports and exercise practices.,1,https://en.wikipedia.org/wiki/Sports
SMA3,en,Sport management,1,3,Study of management of sports organizations and events.,1,https://en.wikipedia.org/wiki/Sport_management
SME1,en,Sports medicine,1,3,Study of medical care related to sports and exercise.,1,https://en.wikipedia.org/wiki/Sports_medicine
SSK2,en,Survival skills,1,3,Study of survival skills and practices in nature.,1,https://en.wikipedia.org/wiki/Survival_skills
TAD1,en,Toy and amusement design,1,3,Study of designing toys and recreational amusements.,1,https://en.wikipedia.org/wiki/Toy
AME2,en,Alternative medicine,1,3,Study of nonconventional medical practices.,1,https://en.wikipedia.org/wiki/Alternative_medicine
AUD1,en,Audiology,1,3,Study of hearing balance and auditory disorders.,1,https://en.wikipedia.org/wiki/Audiology
CLS1,en,Clinical laboratory sciences/Clinical pathology/Laboratory medicine,1,3,Study of laboratory diagnostics and clinical pathology.,1,https://en.wikipedia.org/wiki/Clinical_laboratory_sciences
CPS1,en,Clinical physiology,1,3,Study of physiological function in clinical contexts.,1,https://en.wikipedia.org/wiki/Clinical_physiology
DEN1,en,Dentistry,1,3,Study of oral health and dental medicine.,1,https://en.wikipedia.org/wiki/Dentistry
DER2,en,Dermatology,1,3,Study of skin diseases and dermatological care.,1,https://en.wikipedia.org/wiki/Dermatology
EME2,en,Emergency medicine,1,3,Study of acute care and emergency medical practice.,1,https://en.wikipedia.org/wiki/Emergency_medicine
EPI3,en,Epidemiology,1,3,Study of disease patterns in populations.,1,https://en.wikipedia.org/wiki/Epidemiology
GER1,en,Geriatrics,1,3,Study of healthcare for older adults.,1,https://en.wikipedia.org/wiki/Geriatrics
GYN1,en,Gynaecology,1,3,Study of female reproductive health.,1,https://en.wikipedia.org/wiki/Gynaecology
HIN2,en,Health informatics/Clinical informatics,1,3,Study of health information systems and clinical data.,1,https://en.wikipedia.org/wiki/Health_informatics
HEM2,en,Hematology,1,3,Study of blood and blood disorders.,1,https://en.wikipedia.org/wiki/Hematology
HME1,en,Holistic medicine,1,3,Study of holistic approaches to health and healing.,1,https://en.wikipedia.org/wiki/Holistic_medicine
IDI1,en,Infectious disease,1,3,Study of infectious diseases and pathogens.,1,https://en.wikipedia.org/wiki/Infectious_disease
ICM2,en,Intensive care medicine,1,3,Study of critical care and intensive medical treatment.,1,https://en.wikipedia.org/wiki/Intensive_care_medicine
IME1,en,Internal medicine,1,3,Study of diagnosis and treatment of adult diseases.,1,https://en.wikipedia.org/wiki/Internal_medicine
MTO3,en,Medical toxicology,1,3,Study of harmful effects of substances on health.,1,https://en.wikipedia.org/wiki/Medical_toxicology
MTR3,en,Music therapy,1,3,Study of therapeutic use of music in health contexts.,1,https://en.wikipedia.org/wiki/Music_therapy
NUR1,en,Nursing,1,3,Study of nursing practice and patient care.,1,https://en.wikipedia.org/wiki/Nursing
NAD1,en,Nutrition and dietetics,1,3,Study of diet nutrition and therapeutic diets.,1,https://en.wikipedia.org/wiki/Nutrition
OBS1,en,Obstetrics,1,3,Study of pregnancy childbirth and postpartum care.,1,https://en.wikipedia.org/wiki/Obstetrics
OHY2,en,Occupational hygiene,1,3,Study of workplace health hazards and prevention.,1,https://en.wikipedia.org/wiki/Occupational_hygiene
OTR1,en,Occupational therapy,1,3,Study of therapy to improve daily living skills.,1,https://en.wikipedia.org/wiki/Occupational_therapy
OTO1,en,Occupational toxicology,1,3,Study of toxic exposures in occupational settings.,1,https://en.wikipedia.org/wiki/Occupational_toxicology
OPH1,en,Ophthalmology,1,3,Study of eye diseases and vision care.,1,https://en.wikipedia.org/wiki/Ophthalmology
OPT3,en,Optometry,1,3,Study of vision correction and eye health.,1,https://en.wikipedia.org/wiki/Optometry
OTO2,en,Otolaryngology,1,3,Study of ear nose and throat disorders.,1,https://en.wikipedia.org/wiki/Otolaryngology
PED3,en,Pediatrics,1,3,Study of child and adolescent medicine.,1,https://en.wikipedia.org/wiki/Pediatrics
