channel_id,language_code,title,description
UC7IZjtoKFmgE4f2UnWBUjaA,mr_IN,जेमी सोशल,"कधी असं वाटतं का की सामाजिक गोष्टी जितक्या गरजेच्या आहेत त्यापेक्षा जास्त गुंतागुंतीच्या आहेत? माझ्याशी सुद्धा तसंच!
मी जेमी आहे, आणि हा चॅनेल स्टिक फिगर वापरून मानवी संवादाचे सारे अलिखित नियम समजावून सांगतो (कारण गोष्टी आणखी गुंतागुंतीच्या का करायच्या?).
इथे कोणतीही कठीण भाषा किंवा फुशारकी सिद्धांत नाहीत—फक्त अस्ताव्यस्त संभाषणांना सामोरे जाण्यासाठी, चांगले नातेसंबंध बांधण्यासाठी, आणि आपण विचित्र गोष्टी का करतो हे समजून घेण्यासाठी सरळ टिप्स.
तुम्ही ऑफिसच्या राजकारणात, डेटिंगमध्ये, मैत्रीत नेव्हिगेट करण्याचा प्रयत्न करत असाल किंवा तुमच्या डोक्यातील सगळं जास्तीचं विश्लेषण करणारा आवाज थांबवायचा असेल, मी तुमच्या मदतीसाठी आहे.
दर आठवड्याला नवीन व्हिडिओ जे तुम्हाला मानसशास्त्राची पदवी न घेता लोकांना (तुमच्यासह) समजून घेण्यास मदत करतील. जर तुम्ही स्टिक फिगरांना जीवन समजावताना बघत तुमची लोकसंपर्क कुशलता वाढवायला तयार असाल तर सबस्क्राइब करा!"
UC7IZjtoKFmgE4f2UnWBUjaA,ms_MY,Jamie Sosial,"Pernah rasa macam benda-benda sosial ni lagi rumit daripada yang patut ke? Sama la!
Saya Jamie, dan saluran ni pecahkan semua peraturan tak bertulis dalam interaksi manusia guna watak batang kayu (kenapa nak komplikasi lagi kan?).
Takde jargon atau teori pelik-pelik kat sini—cuma tips terus terang untuk handle perbualan awkward, bina hubungan yang lebih baik, dan faham kenapa kita buat benda pelik-pelik.
Sama ada korang tengah cuba navigate politik pejabat, dating, persahabatan, atau just nak stop suara dalam kepala yang over-analyze semua benda, saya ada untuk korang.
Video baru setiap minggu yang akan bantu korang faham orang lain (termasuk diri sendiri) tanpa perlu ada ijazah psikologi. Subscribe kalau korang ready nak upgrade people skills sambil tengok watak batang kayu explain pasal hidup!"
UC7IZjtoKFmgE4f2UnWBUjaA,my_MM,Jamie လူမှုရေး,လူမှုရေးကိစ္စတွေက လိုအပ်သည်ထက် ပိုရှုပ်ထွေးနေသလို ခံစားဖူးလား? ကျွန်တော်လည်း ထိုအတူပဲ! ကျွန်တော် Jamie ပါ၊ ဒီချန်နယ်က လူသားတို့ရဲ့ အပြန်အလှန်ဆက်ဆံမှုမှာ မရေးထားသော စည်းကမ်းတွေကို stick figure တွေသုံးပြီး ရှင်းပြပေးပါတယ် (ဘာကြောင့် နောက်ထပ် ရှုပ်ထွေးအောင် လုပ်ရမှာလဲ?)။ ဒီမှာ ဝေါဟာရတွေ သို့မဟုတ် ဟောင်းနေသော သီအိုရီတွေ မရှိပါဘူး—အဆင်မပြေတဲ့ စကားစမြည်တွေကို ကိုင်တွယ်ခြင်း၊ ပိုကောင်းတဲ့ ဆက်ဆံရေးတွေ တည်ဆောက်ခြင်းနဲ့ ကျွန်တော်တို့ ဘာကြောင့် ထူးဆန်းတဲ့ အရာတွေ လုပ်ကြတာကို နားလည်ခြင်းအတွက် ရိုးရှင်းတဲ့ အကြံပြုချက်တွေပဲ ပေးပါတယ်။ သင်က ရုံးခန်းနိုင်ငံရေး၊ ချစ်သူရှာခြင်း၊ မိတ်ဆွေဖွဲ့ခြင်းတွေကို ကိုင်တွယ်ဖို့ ကြိုးစားနေပါစေ၊ သို့မဟုတ် အရာရာကို အလွန်အကျွံ ခွဲခြမ်းစိတ်ဖြာနေတဲ့ သင့်ဦးခေါင်းထဲက အသံကို ရပ်ချင်နေပါစေ၊ ကျွန်တော် သင့်ကို ကူညီပေးမှာပါ။ လူတွေကို (သင့်ကိုယ်သင်အပါအဝင်) နားလည်ဖို့ စိတ်ပညာဘွဲ့ မလိုအပ်ဘဲ ကူညီပေးမယ့် ဗီဒီယိုအသစ်တွေ တစ်ပတ်တစ်ခါ ရှိပါတယ်။ သင့်ရဲ့ လူတွေနဲ့ ပတ်သက်တဲ့ ကျွမ်းကျင်မှုတွေကို မြှင့်တင်ဖို့ အဆင်သင့်ဖြစ်နေပြီဆိုရင် subscribe လုပ်ပါ!
UC7IZjtoKFmgE4f2UnWBUjaA,nb_NO,Jamie Sosial,"Føler du noen gang at sosiale greier er mye mer kompliserte enn de trenger å være? Samme her!
Jeg er Jamie, og denne kanalen bryter ned alle de uskrevne reglene for menneskelig samhandling ved hjelp av strekfigurer (for hvorfor komplisere ting ytterligere?).
Ingen sjargong eller luftige teorier her—bare enkle tips for å håndtere klemsete samtaler, bygge bedre relasjoner, og forstå hvorfor vi gjør de rare tingene vi gjør.
Enten du prøver å navigere kontorpolitikk, dating, vennskap, eller bare vil stoppe den stemmen i hodet ditt som overanalyserer alt, så har jeg deg dekket.
Nye videoer hver uke som vil hjelpe deg å forstå mennesker (inkludert deg selv) uten å trenge en psykologigrad. Abonner hvis du er klar til å levle opp menneskekunnskapene dine mens du ser på strekfigurer forklare livet!"
UC7IZjtoKFmgE4f2UnWBUjaA,ne_NP,जेमी सोशल,"कहिलेकाहीं सामाजिक कुराहरू आवश्यकताभन्दा धेरै जटिल लाग्छ कि? मलाई पनि त्यस्तै लाग्छ!
म जेमी हुँ, र यो च्यानलले स्टिक फिगर प्रयोग गरेर मानवीय अन्तरक्रियाका ती नलेखिएका नियमहरूलाई सरल बनाउँछ (किन कुराहरूलाई अझै जटिल बनाउने?)।
यहाँ कुनै कठिन शब्दावली वा फोकटका सिद्धान्तहरू छैनन्—केवल अप्ठ्यारो कुराकानीसँग निम्त्याउने, राम्रो सम्बन्ध निर्माण गर्ने, र हामी किन अनौठो कामहरू गर्छौं भन्ने कुरा बुझ्नका लागि सीधा सुझावहरू।
तपाईं अफिसको राजनीति, डेटिङ, मित्रतामा बाटो खोज्ने प्रयास गरिरहनुभएको होस् वा तपाईंको टाउकोमा सबै कुरालाई अति विश्लेषण गर्ने आवाजलाई रोक्न चाहनुहुन्छ भने, म तपाईंका लागि छु।
हरेक हप्ता नयाँ भिडियोहरू जसले तपाईंलाई मनोविज्ञानको डिग्री नचाहिएकन मानिसहरूलाई (आफूलाई समेत) बुझ्न मद्दत गर्नेछ। यदि तपाईं स्टिक फिगरहरूले जीवन व्याख्या गरेको हेरेर आफ्ना मानवीय सीपहरू बढाउन तयार हुनुहुन्छ भने सब्स्क्राइब गर्नुहोस्!"
UC7IZjtoKFmgE4f2UnWBUjaA,nl_NL,Jamie Sociaal,"Heb je wel eens het gevoel dat sociale dingen veel gecompliceerder zijn dan nodig? Ik ook!
Ik ben Jamie, en dit kanaal legt al die ongeschreven regels van menselijke interactie uit met behulp van stokfiguren (want waarom zou je het nog ingewikkelder maken?).
Geen jargon of zweverige theorieën hier—gewoon duidelijke tips voor het omgaan met ongemakkelijke gesprekken, het opbouwen van betere relaties, en het begrijpen waarom we de rare dingen doen die we doen.
Of je nu probeert te navigeren door kantoorpolitiek, dating, vriendschappen, of gewoon die stem in je hoofd wilt stoppen die alles overanalyseert, ik help je verder.
Elke week nieuwe video's die je helpen mensen te begrijpen (inclusief jezelf) zonder dat je een psychologiediploma nodig hebt. Abonneer je als je klaar bent om je sociale vaardigheden te verbeteren terwijl je stokfiguren het leven ziet uitleggen!"
UC7IZjtoKFmgE4f2UnWBUjaA,or_IN,ଜେମି ସୋସିଆଲ,"କେବେ ଲାଗେ ଯେ ସାମାଜିକ ବିଷୟଗୁଡ଼ିକ ଆବଶ୍ୟକତାଠାରୁ ବହୁତ ଜଟିଳ? ମୋର ମଧ୍ୟ ସେହି ଲାଗେ!
ମୁଁ ଜେମି, ଏବଂ ଏହି ଚ୍ୟାନେଲ ଷ୍ଟିକ ଫିଗର ବ୍ୟବହାର କରି ମାନବୀୟ ପାରସ୍ପରିକ କ୍ରିୟାର ସେହି ଅଲିଖିତ ନିୟମଗୁଡ଼ିକୁ ସରଳ କରେ (କାରଣ ବିଷୟଗୁଡ଼ିକୁ ଆହୁରି ଜଟିଳ କରିବାର କ'ଣ ଦରକାର?)।
ଏଠାରେ କୌଣସି କଠିନ ଶବ୍ଦ କିମ୍ବା ଅର୍ଥହୀନ ସିଦ୍ଧାନ୍ତ ନାହିଁ—କେବଳ ଅସହଜ କଥାବାର୍ତ୍ତା ସାମ୍ନା କରିବା, ଭଲ ସମ୍ପର୍କ ଗଢ଼ିବା, ଏବଂ ଆମେ କାହିଁକି ଅଦ୍ଭୁତ କାମ କରୁ ତାହା ବୁଝିବା ପାଇଁ ସିଧା ସରଳ ପରାମର୍ଶ।
ଆପଣ ଅଫିସ ରାଜନୀତି, ଡେଟିଂ, ବନ୍ଧୁତାରେ ରାସ୍ତା ଖୋଜିବାକୁ ଚେଷ୍ଟା କରୁଥିବେ କିମ୍ବା ଆପଣଙ୍କ ମୁଣ୍ଡରେ ଥିବା ସବୁକିଛି ଅଧିକ ବିଶ୍ଳେଷଣ କରୁଥିବା ସ୍ୱରକୁ ବନ୍ଦ କରିବାକୁ ଚାହୁଁଥିବେ, ମୁଁ ଆପଣଙ୍କ ପାଖରେ ଅଛି।
ପ୍ରତି ସପ୍ତାହରେ ନୂତନ ଭିଡିଓ ଯାହା ଆପଣଙ୍କୁ ମନୋବିଜ୍ଞାନ ଡିଗ୍ରୀ ବିନା ଲୋକମାନଙ୍କୁ (ନିଜକୁ ସମେତ) ବୁଝିବାରେ ସାହାଯ୍ୟ କରିବ। ଯଦି ଆପଣ ଷ୍ଟିକ ଫିଗରମାନଙ୍କୁ ଜୀବନ ବ୍ୟାଖ୍ୟା କରୁଥିବା ଦେଖି ଆପଣଙ୍କ ସାମାଜିକ ଦକ୍ଷତା ବଢ଼ାଇବାକୁ ପ୍ରସ୍ତୁତ, ତେବେ ସବସ୍କ୍ରାଇବ କରନ୍ତୁ!"
UC7IZjtoKFmgE4f2UnWBUjaA,pa_IN,ਜੈਮੀ ਸੋਸ਼ਲ,"ਕਦੇ ਲਗਦਾ ਹੈ ਕਿ ਸਮਾਜਿਕ ਗੱਲਾਂ ਲੋੜ ਤੋਂ ਕਿਤੇ ਜ਼ਿਆਦਾ ਉਲਝਣ ਵਾਲੀਆਂ ਹਨ? ਮੈਨੂੰ ਵੀ ਇਹੋ ਲਗਦਾ ਹੈ!
ਮੈਂ ਜੈਮੀ ਹਾਂ, ਅਤੇ ਇਹ ਚੈਨਲ ਸਟਿਕ ਫਿਗਰ ਵਰਤ ਕੇ ਇੰਸਾਨੀ ਰਿਸ਼ਤਿਆਂ ਦੇ ਉਹ ਅਣਲਿਖੇ ਨਿਯਮ ਸਮਝਾਉਂਦਾ ਹੈ (ਕਿਉਂਕਿ ਗੱਲਾਂ ਨੂੰ ਹੋਰ ਉਲਝਾਉਣ ਦੀ ਕੀ ਲੋੜ?)।
ਇੱਥੇ ਕੋਈ ਮੁਸ਼ਕਿਲ ਸ਼ਬਦਾਵਲੀ ਜਾਂ ਫਾਲਤੂ ਸਿਧਾਂਤ ਨਹੀਂ—ਸਿਰਫ਼ ਬੇਇੱਜ਼ਤੀ ਵਾਲੀਆਂ ਗੱਲਾਂ ਨਾਲ ਨਿਪਟਣ, ਬਿਹਤਰ ਰਿਸ਼ਤੇ ਬਣਾਉਣ, ਅਤੇ ਇਹ ਸਮਝਣ ਲਈ ਸਿੱਧੇ ਟਿਪਸ ਕਿ ਅਸੀਂ ਅਜੀਬ ਕੰਮ ਕਿਉਂ ਕਰਦੇ ਹਾਂ।
ਭਾਵੇਂ ਤੁਸੀਂ ਦਫ਼ਤਰ ਦੀ ਰਾਜਨੀਤੀ, ਡੇਟਿੰਗ, ਦੋਸਤੀ ਵਿੱਚ ਰਾਹ ਲੱਭਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਹੇ ਹੋ ਜਾਂ ਸਿਰਫ਼ ਆਪਣੇ ਦਿਮਾਗ਼ ਵਿੱਚ ਉਸ ਆਵਾਜ਼ ਨੂੰ ਬੰਦ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹੋ ਜੋ ਹਰ ਗੱਲ ਦਾ ਬਹੁਤ ਵਿਸ਼ਲੇਸ਼ਣ ਕਰਦੀ ਹੈ, ਮੈਂ ਤੁਹਾਡੇ ਕੰਮ ਆਵਾਂਗਾ।
ਹਰ ਹਫ਼ਤੇ ਨਵੇਂ ਵੀਡੀਓ ਜੋ ਤੁਹਾਨੂੰ ਮਨੋਵਿਗਿਆਨ ਦੀ ਡਿਗਰੀ ਦੀ ਲੋੜ ਤੋਂ ਬਿਨਾਂ ਲੋਕਾਂ ਨੂੰ (ਤੁਹਾਨੂੰ ਵੀ ਸਮੇਤ) ਸਮਝਣ ਵਿੱਚ ਮਦਦ ਕਰਨਗੇ। ਜੇ ਤੁਸੀਂ ਸਟਿਕ ਫਿਗਰਾਂ ਨੂੰ ਜ਼ਿੰਦਗੀ ਦੀ ਵਿਆਖਿਆ ਕਰਦੇ ਦੇਖਦੇ ਹੋਏ ਆਪਣੇ ਸਮਾਜਿਕ ਹੁਨਰ ਨੂੰ ਸੁਧਾਰਨ ਲਈ ਤਿਆਰ ਹੋ, ਤਾਂ ਸਬਸਕ੍ਰਾਈਬ ਕਰੋ!"
UC7IZjtoKFmgE4f2UnWBUjaA,pl_PL,Jamie Social,"Czy kiedykolwiek czujesz, że sprawy społeczne są o wiele bardziej skomplikowane niż powinny? Ja też!
Jestem Jamie i ten kanał rozkłada na części wszystkie te niepisane zasady ludzkiej interakcji, używając rysunków patyczkowych (bo po co komplikować sprawy jeszcze bardziej?).
Żadnego żargonu ani pustych teorii—tylko proste wskazówki dotyczące radzenia sobie z niezręcznymi rozmowami, budowania lepszych relacji i zrozumienia, dlaczego robimy te dziwne rzeczy, which robimy.
Czy próbujesz nawigować w polityce biurowej, randkach, przyjaźniach, czy po prostu chcesz uciszyć ten głos w głowie, który wszystko nadmiernie analizuje—mam cię na oku.
Nowe filmy co tydzień, które pomogą ci zrozumieć ludzi (w tym siebie) bez potrzeby uzyskania dyplomu z psychologii. Zasubskrybuj, jeśli jesteś gotowy podnieść swoje umiejętności społeczne, oglądając patyczaki tłumaczące życie!"
UC7IZjtoKFmgE4f2UnWBUjaA,pt_BR,Jamie Social,"Já sentiu que as coisas sociais são muito mais complicadas do que precisam ser? Eu também!

Sou Jamie, e este canal desmistifica todas aquelas regras não escritas da interação humana usando bonecos de palito (porque, afinal, para quê complicar ainda mais?).

Sem jargões ou teorias vagas por aqui—apenas dicas diretas sobre como lidar com conversas desconfortáveis, construir relacionamentos melhores e entender por que fazemos as coisas estranhas que fazemos.

Esteja você tentando navegar pelas políticas de escritório, encontros amorosos, amizades, ou apenas querendo calar aquela voz na sua cabeça que analisa tudo em excesso, eu te ajudo.

Novos vídeos toda semana que vão te ajudar a entender as pessoas (incluindo você mesmo) sem precisar de um diploma em psicologia. Inscreva-se se você está pronto para melhorar suas habilidades sociais enquanto assiste a bonecos de palito explicando a vida!"
UC7IZjtoKFmgE4f2UnWBUjaA,pt_PT,Jamie Social,"Já sentes que as coisas sociais são muito mais complicadas do que precisam de ser? Eu também!
Sou o Jamie, e este canal desconstrói todas essas regras não escritas da interação humana usando bonecos de palitos (porque havemos de complicar ainda mais as coisas?).
Aqui não há jargão nem teorias vazias—apenas dicas diretas para lidar com conversas constrangedoras, construir melhores relacionamentos e perceber porque fazemos as coisas estranhas que fazemos.
Quer estejas a tentar navegar na política do escritório, encontros, amizades, ou simplesmente queiras parar aquela voz na tua cabeça que analisa tudo em excesso, estou aqui para te ajudar.
Vídeos novos todas as semanas que te vão ajudar a perceber as pessoas (incluindo tu próprio) sem precisares de um curso de psicologia. Subscreve se estiveres pronto para melhorar as tuas competências sociais enquanto vês bonecos de palitos a explicar a vida!"
UC7IZjtoKFmgE4f2UnWBUjaA,ro_RO,Jamie Sociabil,"Simți vreodată că lucrurile sociale sunt mult mai complicate decât ar trebui să fie? La fel și eu! Sunt Jamie, și acest canal descompune toate acele reguli nescrise ale interacțiunii umane folosind figuri stilizate (pentru că de ce să complicăm lucrurile și mai mult?). Fără jargon sau teorii abstracte aici—doar sfaturi directe pentru a face față conversațiilor jenante, pentru a construi relații mai bune și pentru a înțelege de ce facem lucrurile ciudate pe care le facem. Indiferent dacă încerci să navighezi prin politica de birou, întâlniri, prietenii, sau doar vrei să oprești acea voce din capul tău care supraanalizează totul, te ajut eu. Videoclipuri noi în fiecare săptămână care te vor ajuta să înțelegi oamenii (inclusiv pe tine însuți) fără să ai nevoie de o diplomă în psihologie. Abonează-te dacă ești gata să îți îmbunătățești abilitățile sociale în timp ce urmărești figuri stilizate care explică viața!"
UC7IZjtoKFmgE4f2UnWBUjaA,ru_RU,Джейми Социал,"Тебе когда-нибудь казалось, что социальные вещи гораздо сложнее, чем должны быть? Мне тоже!
Я Джейми, и на этом канале мы разбираем все неписаные правила человеческого общения с помощью человечков-палочек (потому что зачем усложнять еще больше?).
Никакого жаргона или расплывчатых теорий — только прямые советы о том, как справляться с неловкими разговорами, строить лучшие отношения и понимать, почему мы делаем те странные вещи, которые делаем.
Неважно, пытаешься ли ты разобраться в офисной политике, свиданиях, дружбе, или просто хочешь заставить замолчать тот голос в голове, который всё чрезмерно анализирует — у меня есть для тебя решение.
Новые видео каждую неделю, которые помогут тебе разобраться в людях (включая себя самого) без необходимости получать степень по психологии. Подписывайся, если готов улучшить свои навыки общения, наблюдая, как человечки-палочки объясняют жизнь!"
UC7IZjtoKFmgE4f2UnWBUjaA,si_LK,ජේමි සෝශල්,"සමාජ කරුණු අවශ්‍ය වන්නාට වඩා සංකීර්ණ යැයි ඔබට හැඟී තිබේද? මටත් එහෙමයි!
මම ජේමි, මෙම නාලිකාව මානව අන්තර්ක්‍රියා කරන ලද නොලියන නීති රීති සියල්ල කූරු රූප භාවිතා කරමින් විස්තර කරයි (තවත් සංකීර්ණ කරන්නේ ඇයි?).
මෙහි පාරිභාෂික වචන හෝ මුදු මුදුම්බු න්‍යායන් නැත—අමුතු සංවාද සමඟ කටයුතු කිරීම, වඩා හොඳ සබඳතා ගොඩනැගීම සහ අප කරන අමුතු කාර්යයන් අප ඇයි කරන්නේ දැයි තේරුම් ගැනීම පිළිබඳ සරල උපදෙස් පමණයි.
ඔබ කාර්යාල දේශපාලනය, ආදර සබඳතා, මිත්‍රත්වය හරහා යාමට උත්සාහ කරයි හෝ ඔබේ මනසේ සියල්ල අධික ලෙස විශ්ලේෂණය කරන එම කටහඬ නතර කිරීමට කැමති නම්, මම ඔබව ආවරණය කරමි.
මනෝවිද්‍යා උපාධියක් නොමැතිව මිනිසුන් (ඔබ ද ඇතුළුව) තේරුම් ගැනීමට උපකාර කරන නව වීඩියෝ සෑම සතියකම. ජීවිතය පැහැදිලි කරන කූරු රූප නරඹමින් ඔබේ සමාජ කුසලතා වැඩි දියුණු කිරීමට ඔබ සූදානම් නම් දායක වන්න!"
UC7IZjtoKFmgE4f2UnWBUjaA,sk_SK,Jamie Sociálny,"Máte niekedy pocit, že sociálne veci sú oveľa komplikovanejšie, než by mali byť? Aj ja!
Som Jamie a tento kanál rozoberie všetky tie nenapísané pravidlá ľudskej interakcie pomocou paličkových figúrok (prečo by sme to mali ešte viac komplikovať?).
Žiadny žargón ani nafúkané teórie - len jednoduché tipy, ako zvládnuť nepríjemné rozhovory, budovať lepšie vzťahy a pochopiť, prečo robíme tie čudné veci, ktoré robíme.
Či sa už snažíte zorientovať v kancelárskej politike, randení, priateľstvách, alebo len chcete zastaviť ten hlas v hlave, ktorý všetko preanalyzuje, mám vás pokrytých.
Nové videá každý týždeň, ktoré vám pomôžu pochopiť ľudí (vrátane seba) bez potreby diplomu z psychológie. Odoberajte, ak ste pripravení vylepšiť svoje sociálne zručnosti pri sledovaní paličkových figúrok, ktoré vysvetľujú život!"
UC7IZjtoKFmgE4f2UnWBUjaA,sl_SI,Jamie Socialni,"Se vam kdaj zdi, da so socialne stvari veliko bolj zapletene, kot bi morale biti? Tudi meni!
Jaz sem Jamie in ta kanal razčlenjuje vsa tista nepisana pravila človeškega medsebojnega delovanja z uporabo paličastih figur (zakaj bi stvari še dodatno zapletali?).
Tukaj ni žargona ali napihnjenih teorij—samo preprosti nasveti za spopadanje s čudnimi pogovori, gradnjo boljših odnosov in razumevanje, zakaj počnemo čudne stvari, ki jih počnemo.
Ne glede na to, ali se poskušate znajti v pisarniški politiki, zmenkih, prijateljstvih, ali pa preprosto želite ustaviti tisti glas v glavi, ki vse preveč analizira, poskrbljeno je za vas.
Novi videoposnetki vsak teden, ki vam bodo pomagali razumeti ljudi (vključno z vami) brez potrebe po diplomi iz psihologije. Naročite se, če ste pripravljeni izboljšati svoje socialne veščine ob gledanju paličastih figur, ki razlagajo življenje!"
UC7IZjtoKFmgE4f2UnWBUjaA,sq_AL,Jamie Shoqëror,"Ndonjëherë ndjen sikur gjërat sociale janë shumë më të komplikuara se sa duhet të jenë? Edhe unë njësoj!
Unë jam Jamie, dhe ky kanal i shpjegon të gjitha ato rregulla të pashkruara të ndërveprimit njerëzor duke përdorur figura shkopi (sepse pse t'i komplikojmë gjërat edhe më shumë?).
Këtu nuk ka zhargon apo teori të fryrë—vetëm këshilla të drejtpërdrejta për t'u përballur me biseda të sikletshme, për të ndërtuar marrëdhënie më të mira, dhe për të kuptuar pse bëjmë gjërat e çuditshme që bëjmë.
Pavarësisht nëse po përpiqesh të lundrosh në politikat e zyrës, takime, miqësi, apo thjesht dëshiron të ndalësh atë zë në kokën tënde që analizon tepër gjithçka, unë të kam mbuluar.
Video të reja çdo javë që do të të ndihmojnë të kuptosh njerëzit (përfshirë veten) pa pasur nevojë për një diplomë në psikologji. Abonohu nëse je gati të përmirësosh aftësitë e tua sociale duke parë figura shkopi që shpjegojnë jetën!"
UC7IZjtoKFmgE4f2UnWBUjaA,sr_Latn_RS,Džejmi Social,"Da li ste ikada osetili da su društvene stvari mnogo komplikovanije nego što treba da budu? I ja isto!
Ja sam Džejmi, i ovaj kanal razlaže sva ona nepisana pravila ljudske interakcije koristeći štapić-figure (zašto bi dodatno komplikovali stvari?).
Ovde nema žargona ili punih teorija — samo direktni saveti za suočavanje sa nezgodnim razgovorima, izgradnju boljih odnosa i razumevanje zašto radimo čudne stvari koje radimo.
Bilo da pokušavate da se snađete u kancelarijskoj politici, zabavljanju, prijateljstvima, ili jednostavno želite da zaustavite taj glas u glavi koji sve previše analizira, ja sam tu za vas.
Novi video klipovi svake nedelje koji će vam pomoći da razumete ljude (uključujući i sebe) bez potrebe za diplomom iz psihologije. Pretplatite se ako ste spremni da unapredite svoje društvene veštine dok gledate štapić-figure koje objašnjavaju život!"
UC7IZjtoKFmgE4f2UnWBUjaA,sr_RS,Џејми Друштвени,"Да ли сте икада осетили да су друштвене ствари много компликованије него што треба да буду? И ја исто!
Ја сам Џејми, и овај канал разлаже сва она неписана правила људске интеракције користећи штапић-фигуре (зашто би додатно компликовали ствари?).
Овде нема жаргона или пуних теорија — само директни савети за суочавање са незгодним разговорима, изградњу бољих односа и разумевање зашто радимо чудне ствари које радимо.
Било да покушавате да се снађете у канцеларијској политици, забављању, пријатељствима, или једноставно желите да зауставите тај глас у глави који све превише анализира, ја сам ту за вас.
Нови видео клипови сваке недеlje који ће вам помоћи да разумете људе (укључујући и себе) без потребе за дипломом из психологије. Претплатите се ако сте спремни да унапредите своје друштвене вештине док гледате штапић-фигуре које објашњавају живот!"
UC7IZjtoKFmgE4f2UnWBUjaA,sv_SE,Jamie Socialt,"Känner du någonsin att sociala grejer är mycket mer komplicerade än de behöver vara? Samma här!
Jag är Jamie, och den här kanalen bryter ner alla dessa oskrivna regler för mänsklig interaktion med hjälp av streckgubbar (varför göra det ännu mer komplicerat?).
Ingen jargong eller fluffiga teorier här—bara raka råd för att hantera pinsamma konversationer, bygga bättre relationer och förstå varför vi gör de konstiga saker vi gör.
Oavsett om du försöker navigera kontorspolitik, dejting, vänskap, eller bara vill stoppa den rösten i ditt huvud som överanalyserar allt, så har jag täckt dig.
Nya videor varje vecka som hjälper dig att förstå människor (inklusive dig själv) utan att behöva en psykologiexamen. Prenumerera om du är redo att förbättra dina sociala färdigheter medan du tittar på streckgubbar som förklarar livet!"
UC7IZjtoKFmgE4f2UnWBUjaA,sw_TZ,Jamie Kijamii,"Je, umewahi kuhisi kama mambo ya kijamii ni magumu zaidi kuliko yanavyopaswa kuwa? Hali yangu pia ni hivyo!
Mimi ni Jamie, na kituo hiki kinasambaza sheria zote za kimaelezo za mwingiliano wa kibinadamu kwa kutumia vielelezo vya fimbo (kwa nini tuongeze ugumu zaidi?).
Hakuna istilahi za kitaalamu au nadharia za kivumbi hapa—ni maelekezo moja kwa moja tu ya kushughulika na mazungumzo ya aibu, kujenga uhusiano bora, na kuelewa kwa nini tunafanya mambo ya ajabu tunayoyafanya.
Iwe unajaribu kuelewa siasa za ofisini, mahusiano ya kimapenzi, urafiki, au unataka tu kuacha ile sauti ndani ya kichwa chako inayosambaza kila kitu kupita kiasi, nimekufunika.
Video mpya kila wiki ambazo zitakusaidia kuelewa watu (pamoja na wewe mwenyewe) bila hitaji shahada ya saikolojia. Jiandikishe ikiwa uko tayari kuboresha ujuzi wako wa kijamii wakati wa kutazama vielelezo vya fimbo vinavyoeleza maisha!"
UC7IZjtoKFmgE4f2UnWBUjaA,ta_IN,ஜேமி சோஷல்,"சமூக விஷயங்கள் தேவையானதை விட மிகவும் சிக்கலானதாக உணர்ந்திருக்கிறீர்களா? எனக்கும் அப்படித்தான்!
நான் ஜேமி, இந்த சேனல் மனித தொடர்புகளின் எழுதப்படாத விதிகளை அனைத்தையும் குச்சி உருவங்களைப் பயன்படுத்தி விளக்குகிறது (ஏன் விஷயங்களை மேலும் சிக்கலாக்க வேண்டும்?).
இங்கே தொழில்நுட்ப வார்த்தைகள் அல்லது வெற்று கோட்பாடுகள் இல்லை—அசௌகரியமான உரையாடல்களை சமாளிப்பது, சிறந்த உறவுகளை உருவாக்குவது, மற்றும் நாம் ஏன் விசித்திரமான காரியங்களை செய்கிறோம் என்பதை புரிந்து கொள்வது பற்றிய நேரடியான குறிப்புகள் மட்டுமே.
நீங்கள் அலுவலக அரசியல், காதல், நட்பு ஆகியவற்றில் சமாளிக்க முயற்சிக்கிறீர்களா அல்லது உங்கள் தலையில் உள்ள எல்லாவற்றையும் அதிகமாக பகுப்பாய்வு செய்யும் குரலை நிறுத்த விரும்புகிறீர்களா, நான் உங்களை கவனித்துக்கொள்கிறேன்.
உளவியல் பட்டம் இல்லாமல் மக்களை (உங்களையும் சேர்த்து) புரிந்து கொள்ள உதவும் புதிய வீடியோக்கள் ஒவ்வொரு வாரமும். குச்சி உருவங்கள் வாழ்க்கையை விளக்குவதைப் பார்க்கும்போது உங்கள் சமூக திறமைகளை மேம்படுத்த தயாராக இருந்தால் குழுசேர்க்கை செய்யுங்கள்!"
